webpage,name,manufacturer,price,short_description,date_scraped,city,state,store_address,store_name
Home Depot,ACABADO DECORATIVO Y TEXTURIZADO BASE CEMENTO BLANCO 20 KG,NA,"Acabado decorativo y texturizado base cemento Cresto. Es un recubrimiento con pigmentos especiales y refuerzos poliorientados. Al ser mezclado con agua limpia se convierte en una pasta que, al aplicarla, sustituye al zarpeo, afine y pintura.",154.0,2025-09-03,Culiacan,Sinaloa,"Blvd. Rotarismo #1430 Nte.,   Fracc. Lago Tres Ríos esq. con Blvd. Isidro Salas,   Culiacán, C.P.  80020",Culiacán Tres Ríos
Home Depot,APLANADO BLANCO 25 KG,UNIBLOCK,"Aplanado Uniblock blanco reforzado para corregir desplomes de 1 a 4 cm, ideal para recubrir muros de block y concreto colado. Realiza el proceso de zarpeo (repello), afine y sellado en un solo paso.",250.0,2025-09-03,Culiacan,Sinaloa,"Blvd. Rotarismo #1430 Nte.,   Fracc. Lago Tres Ríos esq. con Blvd. Isidro Salas,   Culiacán, C.P.  80020",Culiacán Tres Ríos
Home Depot,CEMENTO BLANCO UNIBLOCK 1.5KG,UNIBLOCK,"Cemento Uniblock blanco es un material para construcción, fabricado especialmente para reparaciones en pisos y muros, cuenta con una presentación de bolsa con 1.5 kg de polvo fino.",45.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,SELLADOR ELÁSTICO SIKA SIKAFLEX 1A GRIS 600 ML,SIKA,"Sellador elástico de poliuretano de alto desempeño, Sikaflex -1A de Sika de 600 ml, útil para el sello de juntas, apto para juntas en muros y marcos de puertas y ventanas, sello de fisuras, juntas de dilatación tanto en verticales como horizontales.",399.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,SELLADOR SIKAFLEX GRIS 600 ML,SIKA,"Sellador Sikaflex gris de 600 ml, su uso es recomendado para juntas y fisuras con movimiento de materiales como concreto, fibrocemento, mampostería, cemento y más, es muy útil para exteriores e interiores.",309.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,SELLADOR ELÁSTICO SIKA SIKAFLEX 1A GRIS 300 ML,SIKA,"Sellador elástico Sikaflex 1a gris 300 ml Sika, elaborado de poliuretano de un sólo componente, con alto desempeño para el sello de juntas arquitectónicas con fuertes movimientos. Tiene un rendimiento de 3 m lineales en juntas de 1 x 1 cm.",239.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,ADHESIVO DE POLIURETANO ULTIMATE GRAB 299 ML,SIKA,"Adhesivo de poliuretano de agarre instantáneo que se cura con humedad SikaBond Ultimate Grab, Sika de 300 ml. Útil para adherir una gran variedad de materiales de construcción de interior y exterior, apta para fijar elementos de forma instantánea.",259.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,MORTERO CEMENTICIO DE ALTA FLUIDEZ GROUT PRO 25 KG,IMPAC,Mortero cementicio auto nivelante para anclajes y rellenos de 25 kg.,465.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,MARMOLINA UNIBLOCK 10 KG,UNIBLOCK,"Marmolina material derivado del mármol, presentado en forma de grano fino. Ideal para revestimientos decorativos sobre superficies cementicias y concretos lisos.",97.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,SELLADOR 5X1 GALÓN,NA,"Sellador 5x1 promotor de adherencia, utilizandolo como sellador primario, refuerza propiedades de morteros.",369.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,EMPLASTE MORTERO FINO CEMENQUIN 25 KG,CEMENQUIN,Emplaste mortero fino cemenquin 25 kg,138.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,ESTUCO UNIBLOCK E CON FIBRA 25 KG,NA,"Estuco Uniblock blanco impermeable de calidad premium, elaborado con cemento portland, agregados de alta calidad, microfibra y aditivos de alta adherencia.",210.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,STUCCO BLANCO FINO CEMENQUIN 25 KG,CEMENQUIN,Stucco blanco fino cemenquin 25 kg,193.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,PLASTER R 25 KG,UNIBLOCK,"Plaster R Uniblock recubrimiento en pasta base cemento diseñado para decorar muros y cielos aplanados de concreto colado, block de concreto o barro.",217.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,CEMENTO GRIS CPC 30R ANTIHUMEDAD 25KG,CEMEX,"Es un cemento portland gris, que cumple con las características de un cpc 30r extra, de uso general, mantiene las características de los cementos cpc 30r de cemex, resistencia, fraguado y rendimiento, ofreciendo características impermeables.",219.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,UNIBLOCK ULTRA AP 25 KG,UNIBLOCK,"Uniblock Ultra recubrimiento en polvo base cemento, su formulación permite maxima resistencia al agrietamiento, alta repelencia a la humedad y excelente adherencia sobre superficies lisas y porosas.",245.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,UNICRETO PULIDO 20KG,UNIBLOCK,"Recubrimiento de acabado con apariencia a concreto púlido, ideal para interiores y exteriores.",553.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,ESTUCO UNIBLOCK E CON FIBRA GRIS 25 KG,UNIBLOCK,"Estuco Uniblock gris impermeable de calidad premium, elaborado con cemento portland, agregados de alta calidad, microfibra y aditivos de alta adherencia.",177.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,UNIMORTERO 25KG,UNIBLOCK,"Es un mortero base cemento que se utiliza para pegar block de concreto, ladrillo extruido y de milpa, tabique y tabicón; así como para aplanados, zarpeos-afines, enjarres, entortados y repellados para nivelar y proteger la superficie de muros en interiores y exteriores.",178.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,"LLANA CANTO RECTO TIPO ESPAÑOL, MANGO DE MADERA",TRUPER,"Llana canto recto tipo español, mango de madera",65.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,APLANADO GRIS 25KG,UNIBLOCK,"Aplanado Uniblock gris reforzado para corregir desplomes de 1 a 4 cm, ideal para recubrir muros de block y concreto colado. Realiza el proceso de zarpeo (repello), afine y sellado en un solo paso.",219.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,EMPLASTE MORTERO MEDIANO CEMENQUIN 25 KG,CEMENQUIN,Emplaste mortero mediano cemenquin 25 kg,138.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,FESTERBOND TAMBO 200 LITROS,FESTER,Adhesivo festerbond 200 litros fester,28169.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,IMPERMEABILIZANTE INTEGRAL PARA MORTERO 4.8 KG GRIS,NA,"Impermeabilizante integral Sika-1 de 4.8 kg (5 L) Sika, aditivo líquido que disminuye la permeabilidad de morteros y el aplanado. Se puede aplicar en cimentaciones, sótanos, tanques de agua, albercas y muros.",125.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,CEMIX APLANADO BLANCO 40 KG,CEMIX,Mortero reforzado blanco base cemento portland para corregrir desplomes y cubrir muros de block y concreto colado.,322.5,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,CARGA CAMION BLOCK 1200P 12X20X40 2H,NA,"Camión block completo 1200 piezas, 2 agujeros.",30130.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,BLOCK HUECO (8 PULGADAS) 20 X 20 CM 2 HOYOS,NA,"Block hueco (8 pulgadas), fabricado en concreto que le proporcionan durabilidad y resistencia durante su uso en trabajos de construcción. Tiene un diseño con 2 hoyos que lo hacen más ligero y facilitan su colocación.",27.7,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,CONCRETO CONCRETE MIX CEMENQUIN 50 KG GRIS,NA,Concreto de alta calidad para Albañilería de diversos usos,218.0,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,ESTUCO BLANCO 40 KG ADEBLOCK PLUS,CEMIX,"Este costal de estuco de 40 kg es ideal para dar un acabado final a muros y cielos interiores de concreto. Con una capa de 3 a 7 mm, ofrece excelente adherencia sin agrietarse. Apto para interiores y exteriores, ya que cuenta con fórmula antihongos.",322.5,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,ADEBLOK PLUS FINO 40 KG,CEMIX,"Estuco reforzado extra fino para recubrir muros y cielos deconcreto colado, panel de fibrocemento o panel de yeso",352.5,2025-09-03,Tijuana,Baja California,"Vía Rápida Pte. esq. Lázaro Cárdenas,  Col. Los Santos Del. La Mesa,  Tijuana, C.P.  22430 ",Tijuana Via Rapida
Home Depot,MORTERO GRIS PEGABLOCK 25 KG PREPARADO,CEMENQUIN,Cemento mortero pegablock 25 kg,100.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,SELLADOR POLIURETANO THERMOTEK PRO BLANCO 600 ML,THERMOTEK,"Sellador Poliuretano Thermotek Pro blanco 600 ml, su uso es recomendado para interiores y exteriores, está listo para usarse, brinda gran adherencia en materiales como concreto, estuco, madera, mampostería y más.",335.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,SELLADOR 5X1 GALÓN,NA,"Sellador 5x1 promotor de adherencia, utilizandolo como sellador primario, refuerza propiedades de morteros.",369.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,UNICRETO PULIDO 20KG,UNIBLOCK,"Recubrimiento de acabado con apariencia a concreto púlido, ideal para interiores y exteriores.",553.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,SELLADOR POLIURETANO THERMOTEK GRIS 600 ML,THERMOTEK,"Sellador Poliuretano Thermotek Gris Thermotek, brinda un alto desempeño a base de poliuretano, viene listo para su uso y no requiere mezclar, otorga gran flexibilidad para aplicar en cualquier clima.",335.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,SELLADOR THERMOTEK PRO BLANCO 300 ML,THERMOTEK,El Sellador Thermotek Pro es un resanador acrílico a base de resinas que actúa con excelentes propiedades de tensión y elongación que se expanden y contraen con el sustrato para mantener un sellado constante.,71.5,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,CEMENTO GRIS CPC 30R ANTIHUMEDAD 25KG,CEMEX,"Es un cemento portland gris, que cumple con las características de un cpc 30r extra, de uso general, mantiene las características de los cementos cpc 30r de cemex, resistencia, fraguado y rendimiento, ofreciendo características impermeables.",219.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,MARMOLINA UNIBLOCK 10 KG,UNIBLOCK,"Marmolina material derivado del mármol, presentado en forma de grano fino. Ideal para revestimientos decorativos sobre superficies cementicias y concretos lisos.",97.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,UNIBLOCK ULTRA AP 25 KG,UNIBLOCK,"Uniblock Ultra recubrimiento en polvo base cemento, su formulación permite maxima resistencia al agrietamiento, alta repelencia a la humedad y excelente adherencia sobre superficies lisas y porosas.",245.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,PLASTER R 25 KG,UNIBLOCK,"Plaster R Uniblock recubrimiento en pasta base cemento diseñado para decorar muros y cielos aplanados de concreto colado, block de concreto o barro.",217.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,STUCCO BLANCO FINO CEMENQUIN 25 KG,CEMENQUIN,Stucco blanco fino cemenquin 25 kg,193.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,UNIMORTERO 25KG,UNIBLOCK,"Es un mortero base cemento que se utiliza para pegar block de concreto, ladrillo extruido y de milpa, tabique y tabicón; así como para aplanados, zarpeos-afines, enjarres, entortados y repellados para nivelar y proteger la superficie de muros en interiores y exteriores.",178.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,ESTUCO UNIBLOCK E CON FIBRA GRIS 25 KG,UNIBLOCK,"Estuco Uniblock gris impermeable de calidad premium, elaborado con cemento portland, agregados de alta calidad, microfibra y aditivos de alta adherencia.",177.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,"LLANA CANTO RECTO TIPO ESPAÑOL, MANGO DE MADERA",TRUPER,"Llana canto recto tipo español, mango de madera",65.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,ESTUCO UNIBLOCK E CON FIBRA 25 KG,NA,"Estuco Uniblock blanco impermeable de calidad premium, elaborado con cemento portland, agregados de alta calidad, microfibra y aditivos de alta adherencia.",210.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,APLANADO GRIS 25KG,UNIBLOCK,"Aplanado Uniblock gris reforzado para corregir desplomes de 1 a 4 cm, ideal para recubrir muros de block y concreto colado. Realiza el proceso de zarpeo (repello), afine y sellado en un solo paso.",219.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,EMPLASTE MORTERO MEDIANO CEMENQUIN 25 KG,CEMENQUIN,Emplaste mortero mediano cemenquin 25 kg,138.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,FESTERBOND TAMBO 200 LITROS,FESTER,Adhesivo festerbond 200 litros fester,28169.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,CEMIX APLANADO BLANCO 40 KG,CEMIX,Mortero reforzado blanco base cemento portland para corregrir desplomes y cubrir muros de block y concreto colado.,322.5,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,CARGA CAMION BLOCK 1200P 12X20X40 2H,NA,"Camión block completo 1200 piezas, 2 agujeros.",30130.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,BLOCK HUECO (8 PULGADAS) 20 X 20 CM 2 HOYOS,NA,"Block hueco (8 pulgadas), fabricado en concreto que le proporcionan durabilidad y resistencia durante su uso en trabajos de construcción. Tiene un diseño con 2 hoyos que lo hacen más ligero y facilitan su colocación.",27.7,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,CONCRETO CONCRETE MIX CEMENQUIN 50 KG GRIS,NA,Concreto de alta calidad para Albañilería de diversos usos,196.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,ESTUCO BLANCO 40 KG ADEBLOCK PLUS,CEMIX,"Este costal de estuco de 40 kg es ideal para dar un acabado final a muros y cielos interiores de concreto. Con una capa de 3 a 7 mm, ofrece excelente adherencia sin agrietarse. Apto para interiores y exteriores, ya que cuenta con fórmula antihongos.",322.5,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,ADEBLOK PLUS FINO 40 KG,CEMIX,"Estuco reforzado extra fino para recubrir muros y cielos deconcreto colado, panel de fibrocemento o panel de yeso",352.5,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,ADITIVO Y SELLADOR DE SUPERFICIE ACRÍLICO DE 198 L BLANCO,SIKA,"Aditivo y sellador de superficie SikaLatex-N Sika, mejora la adherencia y resistencia del cemento, pinturas y yeso. Útil en superficies de concreto, brinda resistencia a ataques químicos. Su presentación en tambor contiene 198 L.",20050.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,CARGA CAMION BLOCK 720P 20X20X40 2H,NA,"Camión block completo 720 piezas, 2 agujeros.",28900.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,1512 DISCO DIAMANTE CORTE PISO CONCRETO 12 PULGADA,AUSTRODIAM,"1512 disco de diamante para corte de piso, concreto curado 12 pulgadas - chip cut 12x0.110x1",4299.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,IMPERMEABILIZANTE CEMENTICIO DUROCEM,MEXALIT,Impermeabilizante cementicio durocem,1574.0,2025-09-03,Tijuana,Baja California,"Braulio Maldonado 680,  Fraccionamiento El Soler,  Tijuana, C.P.  22530 ",TIJUANA SOLER
Home Depot,UNICRETO PULIDO 20KG,UNIBLOCK,"Recubrimiento de acabado con apariencia a concreto púlido, ideal para interiores y exteriores.",553.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,UNICRETO UNIBLOCK 25KG,UNIBLOCK,"Concreto premezclado utilizado para la construcción de vigas, placas, pisos y cualquier elemento de concreto.",134.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,YESO DE CONSTRUCCIÓN Y ACABADOS BLANCO 1.5 KG,REDIMIX,"Yeso de construcción y acabados marca Redimix color blanco de 1.5 kg, se utiliza para resanara todo tipo de superficies y acabados.",36.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,CAL HIDRATADA DE 1.5 KG,UNIBLOCK,"Cal hidratada para construcción, está fabricada especialmente para todo tipo de reparaciones en pisos y muros. Su presentación en bolsa contiene 1.5 kg de polvo fino color blanco.",66.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,AISLACUSTIC MATE R-19 16 X 61 X 244 CM 8 PIEZAS,OWENS CORNING,"Aislacustic M50 rosa, útil para aislar cualquier tipo de sonido en las cavidades de muros divisorios. Fabricado de piezas de fibra de vidrio cortadas en tamaño estándar, flexible y sin recubrimiento.",1945.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,SELLADOR THERMOTEK PRO POLIURETANO GRIS 300 ML,THERMOTEK,El Sellador Thermotek Pro Poliuretano es un sellador mono componente de alto desempeño que actúa con excelentes propiedades de tensión para mantener un sellado constante.,207.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,"CINTA AUTOADHERIBLE DE FV 2""X 91.44 M",FIBATAPE,"Cinta de fibra de vidrio autoadherible de 9,144 x 5 cm, facilita la unión de paneles de yeso y cemento otorgando una adherencia firme y segura. No requiere pre empaste para su uso y elimina las burbujas que se puedan crear durante la instalación.",145.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,CHAROLA PARA MEZCLAR DE 68 X 49 X 12 CM NEGRA,COMERCIALIZADORA MUNDIAL,"Charola para mezclar de 68 x 49 x 12 cm negra Comercializadora Mundial, está fabricada en plástico resistente y ligero con un diseño de base angosta y curva que permite operar con mayor control al momento de trabajar cemento, yeso u otros materiales.",249.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,CEMENTO GRIS CPC 30R ANTIHUMEDAD 2KG,CEMEX,"Es un cemento portland gris, que cumple con las características de un cpc 30r extra, de uso general, mantiene las características de los cementos cpc 30r de cemex, resistencia, fraguado yrendimiento, ofreciendo características impermeables",59.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,SIKAGROUT SACO 25 KG,SIKA,"Sikagrout® es un mortero listo para usar, de altas resistencias, sin retracción y autonivelante.",789.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,SELLADOR POLIURETANO THERMOTEK PRO BLANCO 600 ML,THERMOTEK,"Sellador Poliuretano Thermotek Pro blanco 600 ml, su uso es recomendado para interiores y exteriores, está listo para usarse, brinda gran adherencia en materiales como concreto, estuco, madera, mampostería y más.",335.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,UNIBLOCK ULTRA AP 25 KG,UNIBLOCK,"Uniblock Ultra recubrimiento en polvo base cemento, su formulación permite maxima resistencia al agrietamiento, alta repelencia a la humedad y excelente adherencia sobre superficies lisas y porosas.",245.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,SELLADOR 5X1 GALÓN,NA,"Sellador 5x1 promotor de adherencia, utilizandolo como sellador primario, refuerza propiedades de morteros.",369.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,APLANADO GRIS 25KG,UNIBLOCK,"Aplanado Uniblock gris reforzado para corregir desplomes de 1 a 4 cm, ideal para recubrir muros de block y concreto colado. Realiza el proceso de zarpeo (repello), afine y sellado en un solo paso.",219.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,UNIMORTERO 25KG,UNIBLOCK,"Es un mortero base cemento que se utiliza para pegar block de concreto, ladrillo extruido y de milpa, tabique y tabicón; así como para aplanados, zarpeos-afines, enjarres, entortados y repellados para nivelar y proteger la superficie de muros en interiores y exteriores.",178.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
Home Depot,"LLANA CANTO RECTO TIPO ESPAÑOL, MANGO DE MADERA",TRUPER,"Llana canto recto tipo español, mango de madera",65.0,2025-09-03,Tijuana,Baja California,"El Rosario #7402,  Col Valparaiso Residencial,  Tijuana, C.P.  22663 ",TIJUANA SANTA FE
